-0.78629,-0.61198,0.2358,-0.69128,-0.76917,-0.01612,-0.34428,-1.44715,-0.90875,-0.64948,-0.93567,-1.0791,-1.31945,-1.12358,-1.14574,-0.67744,-0.64955,-1.12814,-0.51636,-0.68073,-0.45103,0.89386,-0.29342,1.2139,2.07594,-0.94278,-0.38458,-0.95601,-1.68832,-0.87391,-0.77371,-0.59031,-0.46108,0.01122,-1.77219,-0.49715,-0.39781,-1.02602,-1.61278,-1.08269,-0.8694,-1.05963,0.217,0.23847,-0.54607,1.15817,-0.97119,-2.00497,-0.88123,-0.0706,-0.87683,-1.50891,-1.57967,0.07618,1.11208,1.09853,-0.33417,-0.21612,-0.62322,-0.31274,-0.37726,-2.45899,-0.62159,-1.1288,-0.83284,-1.15182,-1.31752,1.29531,0.31916,-1.43492,-0.54061,-0.72186,-1.02963,-0.58129,-0.99748,-1.11632,0.00271,-0.63434,-0.37232,-0.31121,-2.1133,-0.46875,-3.16231,-0.61127,1.16686,-0.67451,-0.32646,-1.33806,-0.20273,-0.84281,-1.81322,-0.55684,1.36444
1.71526,0.71981,0.77185,3.41316,1.08384,0.68954,1.78694,0.92993,2.36432,2.58713,1.84376,0.99507,2.46263,2.80463,1.26764,1.59818,1.29928,0.35858,1.27218,0.86621,3.26929,-1.557,1.27221,-1.1726,-0.88099,1.8944,1.55214,-0.02158,0.13653,0.96172,0.99591,3.27266,1.99666,1.14179,1.24735,1.88746,0.0744,1.49667,0.83378,0.47852,0.79304,1.18905,0.73806,1.91355,0.95493,-1.88276,-0.04242,0.52491,0.02243,0.89888,1.74381,0.42837,2.20589,1.2937,-2.13645,-1.218,0.25045,1.51065,1.11573,1.44738,0.49349,-0.90918,0.8113,1.21168,1.16712,1.77041,0.41223,-2.44146,-0.69958,0.89169,0.69485,1.98247,1.28741,1.57276,1.50357,1.84175,2.30531,-1.11473,1.11675,1.52291,0.87861,-0.80717,3.02679,0.26661,-1.88583,2.15662,0.84696,1.29005,1.19766,3.85952,1.6489,1.14633,-0.56193
0.36617,0.1187,0.05816,-0.39666,-0.62043,-0.92641,0.71802,-0.99294,-0.11475,-0.01147,-0.60785,-0.65608,-0.11897,-0.2279,-0.11319,-0.46786,-0.43989,-0.85557,0.09402,-0.383,0.21326,1.17788,0.24027,0.16943,1.22537,-0.31191,-0.24358,-0.53414,-0.03374,-0.56964,-0.4184,0.07649,0.26322,-0.91911,-0.7328,-0.44919,-0.13047,0.03011,-0.50049,-0.49142,-0.89797,-0.5994,0.39789,0.13138,-0.14033,0.84273,-0.26178,-0.25095,-0.42224,-0.02937,1.20294,-0.08383,0.02122,-0.08665,0.29709,0.89687,-0.28069,-0.7993,-0.54499,-0.77805,-0.00058,-0.17001,-0.33419,-0.5913,-0.71229,0.05019,0.86376,0.53911,0.39422,-0.90349,-0.3332,0.26431,-0.40418,-1.02468,0.05413,-0.94137,1.01094,0.07683,0.03333,-0.16091,-0.95131,0.48605,-0.89968,-0.59408,0.97657,-0.1427,0.25158,0.14425,-0.6316,-0.89744,-1.09329,-0.32827,0.26928
-0.56996,0.09596,-0.18074,-0.53775,-0.60224,-0.42625,-0.49998,0.29059,-1.1713,0.61258,-0.58478,-0.88319,-0.54413,-0.80557,-1.14573,-0.0269,-0.64703,-0.99212,-0.60464,-1.24665,-0.23463,0.09633,-0.64914,0.17785,1.35018,-0.56566,-1.08599,-0.47725,-0.50382,-0.69875,0.01511,-0.65102,-0.38113,-0.06931,-0.18957,0.03052,0.2395,-0.58096,-0.72313,-0.19724,-0.16383,-0.50726,0.09964,0.44867,-0.44601,0.56465,-0.781,-0.11208,-0.53958,-1.1804,-0.87387,-0.38124,-0.62225,-0.62969,1.07766,-0.55582,-0.29396,-0.69887,-0.68333,-0.35047,-0.33573,-1.05213,-0.12813,-0.7664,-0.60562,-0.97444,-0.56582,1.26159,1.99546,-0.92409,-0.61443,-0.20357,-0.66011,-0.47261,-0.98614,-0.46272,-0.34666,0.06547,-0.81042,-0.65049,-1.06398,0.16931,-1.05853,-0.36187,0.98255,0.09094,-0.15286,-0.13271,-0.48322,0.11981,0.16061,0.66879,1.07012
0.09572,0.19547,-0.28432,0.88627,-0.08587,-0.61303,-0.17898,0.56964,-0.62174,-0.53199,0.16626,0.11345,0.09238,0.8845,-0.17513,-0.38028,0.18986,0.75988,0.09376,0.51481,-1.17068,0.68777,0.04528,0.00034,-0.97397,0.52822,0.49543,0.24304,0.67307,-0.18429,-0.11768,-0.1996,1.19234,-0.23125,-0.14419,-0.59622,0.92322,0.09493,0.54279,0.0769,0.01094,-0.4843,-0.56841,0.05832,0.93017,-1.22723,0.50145,0.6929,-0.06062,-0.64177,0.47572,1.53599,0.71305,-0.63817,-0.23342,-0.99405,0.02203,-0.19982,0.82849,-0.98939,0.38015,0.42851,-0.63941,0.5312,-0.08763,-0.75094,-0.37502,-0.12973,-1.37242,0.50056,0.03173,-0.37092,0.84046,0.09876,0.15114,0.29317,0.15968,-0.77998,-0.00883,-0.22308,0.53236,0.2762,-1.0062,0.10376,0.71554,-0.05503,0.22483,0.88472,-0.97139,-0.17718,0.39334,-0.20003,-0.46127
0.24333,-0.38819,0.89917,0.62686,0.07107,0.93323,-0.17882,-0.31338,-0.7597,0.29211,0.64009,0.05049,-0.766,0.54664,-0.1943,-0.62183,0.02929,0.36842,0.06341,-0.70505,-1.58685,-0.26899,0.30194,-0.02666,0.11468,-0.3056,-0.51908,-0.5364,0.70755,0.39106,1.03597,-0.36197,0.15217,-0.54942,-0.77619,1.25426,1.19987,-0.14324,0.55156,-0.05187,0.70329,-0.50556,0.47874,-0.08222,0.8605,-0.75614,0.33318,-0.0724,0.30429,0.14406,-0.44191,-0.31876,1.17629,-1.18964,-1.27256,-1.73413,-0.66056,0.0379,-0.53335,-0.399,-0.24237,0.36267,-0.51577,0.93194,0.35889,-0.27435,-0.23941,-0.79871,-1.72021,-0.48154,0.34735,1.43199,0.6667,0.13588,0.16153,0.10107,-0.23621,-0.42351,0.42475,-0.03203,0.09086,-0.89686,-0.35438,0.50908,-1.40956,-0.33219,0.40335,-0.25193,0.80747,0.6712,-0.39918,-0.10703,-0.4975
0.79468,0.26691,-0.10031,1.01776,0.04518,0.04191,0.74245,-0.29921,-0.81438,0.78746,1.1234,1.11367,-0.78164,-0.75169,-1.76264,0.62915,0.69871,0.46843,0.19982,-0.3684,0.49655,-0.32699,0.28885,0.50816,0.5964,0.58014,0.11845,-0.06857,0.82441,0.68027,-0.01068,-0.70251,0.46003,0.43382,0.7629,-0.10274,0.84989,1.40463,0.8638,0.11922,1.73502,-0.98564,0.58544,0.08784,0.24445,-0.85832,0.57542,0.94547,1.48542,0.43181,0.50654,0.57108,-1.06725,-0.28567,0.42518,0.7233,0.27871,0.2248,0.75258,0.31731,0.31821,-0.04214,-0.17552,0.81018,0.2007,0.94708,0.52539,1.45473,0.32203,-1.21153,0.79956,1.33863,0.95522,0.35047,1.29958,-0.58059,1.25735,0.73643,0.68983,0.883,0.10149,0.96316,-0.0189,0.6533,0.28925,-1.2295,0.80158,0.19081,0.03392,-0.21612,1.36381,0.99276,0.19559
0.57453,0.17266,0.21734,-0.18521,0.12112,0.39404,1.3701,1.25424,0.51586,0.13806,0.60225,0.91687,-0.87619,-0.63452,-0.85049,-0.76133,0.14107,-1.26106,0.10326,0.08872,-0.86016,0.61339,0.22356,-0.18879,0.93127,0.23769,-0.48287,-0.82559,0.22312,0.10756,0.09636,-0.0262,0.72008,0.00766,0.11283,-0.30379,-0.98652,-0.66676,0.53405,0.40691,0.1236,-1.41961,-1.40767,0.47754,0.71268,-0.07882,0.69044,0.32166,0.26588,0.26715,0.16205,-0.38397,-1.05752,0.2892,-1.24594,0.81217,-0.55408,0.55973,0.69763,0.29298,-0.03897,0.34876,0.4764,0.22236,0.36476,-0.57779,0.93313,0.75266,1.45676,-1.53795,0.14744,0.21432,0.17241,0.75697,-0.11841,-0.55254,0.4929,1.60446,0.59492,-0.0017,-0.43252,0.03159,-0.6308,0.64657,0.00435,-0.17774,0.45238,0.27357,0.78442,-0.22929,0.99705,-0.1238,1.37836
-1.54104,-0.85688,-0.49085,-0.44079,-1.17043,-0.96953,-0.64572,0.16132,-0.02861,-1.39816,-1.33004,-1.45034,-0.98176,0.79941,-0.99355,-1.04455,-1.25034,-0.85415,-1.23056,0.98084,-0.2522,-0.00293,-1.14445,1.12075,0.41336,-1.10669,-0.96504,-0.18414,-1.62749,-1.16349,-1.08471,-0.7308,0.39639,-2.00349,0.27847,-1.79813,-1.69838,-1.0889,-1.12995,-1.15811,-1.23147,0.43145,-0.67362,-1.15673,-1.0862,0.91311,-0.67795,-1.04992,-1.14317,-0.62451,-1.03848,-0.75994,-1.39639,-0.41906,1.01257,0.08057,-1.28371,-1.28886,-0.60776,-1.50957,-1.17953,-1.27172,-1.27633,-1.40439,-1.01244,-0.45146,-1.15182,0.89532,1.24436,-0.84472,-1.3581,-1.28493,-0.92691,-0.7908,-1.24198,-0.75188,-0.85239,-1.43284,-1.33059,-1.18807,-1.81404,-1.76744,-1.13571,-0.68096,0.96503,-0.32515,-0.74917,0.30006,-0.68688,-0.5128,-1.36387,-1.10387,-0.98788
0.4785,0.05328,0.17454,0.45491,0.74219,-0.2454,1.18792,-0.36548,0.47198,1.31615,0.61309,0.16914,-2.05611,-0.92795,3.6411,-0.17037,0.46857,0.03671,1.66393,-0.39065,0.67508,-0.27074,1.16363,-0.34041,-0.71617,1.61001,3.55207,0.66633,1.23955,1.51469,-0.0332,0.35682,-0.57575,0.58744,-0.26298,-0.78414,0.21459,0.28575,0.3584,-0.00735,-0.07127,-1.15999,0.9108,0.80437,0.20589,-0.3144,0.51584,0.51021,1.01476,1.11856,0.99887,1.85144,1.23776,0.69285,-0.6044,0.1388,1.40599,0.85986,-0.42426,0.62854,0.92271,-0.65656,0.03734,1.17111,1.39705,1.13387,1.36681,-0.20177,-2.43971,0.82517,0.58835,1.0081,1.88419,0.8445,1.39547,0.71818,2.02411,2.19875,0.58613,0.50639,-0.60015,1.71923,0.15,2.52752,-0.23904,0.54546,-0.69433,-0.4246,0.33357,-0.66785,0.16479,0.24221,0.83016
-0.41804,-0.40746,-0.5403,-0.59541,-0.45985,0.01968,-0.59812,-0.16204,-0.98888,0.11764,-0.63815,-0.53771,-0.37959,-0.34598,-0.81428,-1.10215,-0.67778,-0.12864,-0.7572,-0.4136,-0.78338,-0.83221,-0.28711,1.33446,0.26375,-0.70007,-0.70297,0.31276,-0.56741,-0.73232,-0.65237,-1.00774,0.26181,-0.43299,0.06604,-0.47214,-0.60633,-0.44489,-0.63495,-0.6275,-0.62277,-1.13763,1.20333,-0.45081,-0.5864,-0.11485,-0.5453,-1.16291,2.47966,-0.368,-0.58489,-0.57206,-0.72785,-0.89044,-0.40559,0.21718,-0.86637,-0.6877,-0.93109,-0.69265,-0.56767,-0.38083,-0.74071,-0.36851,-0.86222,-1.11347,-0.48219,-0.22703,-0.30302,-0.83317,-0.34221,-0.51243,-0.88171,-0.39801,-0.77145,-0.22388,-0.94384,-0.11243,-0.65955,-0.61927,-0.22644,-1.12013,-0.95568,-0.39068,1.13276,-1.39269,-0.26973,0.57131,-0.29189,0.03293,-0.08443,-0.2744,-0.72468
-0.17816,-0.16142,-0.17289,-0.48058,-0.94572,0.60151,-0.43996,-0.39039,0.41957,-1.15417,-0.5306,-0.61799,0.17886,0.69383,-0.25387,-0.49278,-0.93864,-1.38099,-0.46441,-0.15433,-0.31811,-0.1604,-1.04816,0.14979,-0.49198,-0.68236,-0.52577,-0.75998,-0.16706,-0.38001,1.48476,-0.56289,-1.65314,-0.614,-0.98692,-0.2669,-0.05985,-0.20981,-0.11808,-0.69834,-0.68614,1.50911,-0.10954,-0.57261,-0.62502,1.2722,0.0579,-1.07242,-0.58779,-0.62338,-0.66174,-0.91036,0.17294,-0.10654,0.51122,-0.04702,-0.20921,-0.93261,-1.47624,-0.99825,-0.73943,-0.94168,-0.50126,-0.8594,-0.16649,-0.43832,-0.56692,1.01314,0.28854,0.39036,-1.11488,-1.24615,-0.24679,-1.23838,-0.83479,-0.4053,-1.09107,-0.4085,-0.68274,-0.99382,0.07862,-0.06197,0.66643,-0.23013,-2.17223,-0.02953,0.38648,-1.66224,-1.58837,-1.1076,-0.07035,-0.95993,0.84887
-0.82189,-0.15611,-0.53834,-0.74895,-0.70218,-0.78563,-0.85796,-1.60971,-0.54357,-1.01159,-0.70961,-0.33301,-0.31596,-1.02878,-0.54354,-0.33878,-0.70495,-0.51381,-0.74197,-0.15098,-0.97835,1.22345,-0.70694,0.31423,0.58079,-0.52258,-0.96867,-0.37763,-0.46897,-1.0883,-0.4302,-0.49558,-0.591,0.19212,-1.17027,-1.13169,-0.07426,-0.51248,-0.51359,-0.64019,-0.05387,-0.70917,0.35789,-0.55169,-0.62649,0.59729,-1.40659,-0.52849,-1.21213,-0.75561,-1.17859,-0.48848,-0.71721,0.0405,1.4953,0.71379,-1.60411,-0.78228,-1.01102,-0.97419,-0.71705,-0.71361,-0.77356,-0.8681,0.41274,-0.41725,-0.89571,0.21464,1.02302,-0.43567,-0.98641,-1.21914,-0.73933,-0.71888,-0.75692,-1.20201,-0.90176,-1.30105,-1.09272,-0.92181,-0.45157,-1.52737,-0.71347,-0.96773,1.38192,-0.54095,-0.88898,-0.62635,-1.04903,-1.19589,0.29806,-0.66088,0.15346
